id,region,depth,substrate_type,structural_complexity,water_temperature,salinity,light_availability,coral_cover,algal_cover,marine_protection_status,proximity_to_human_activity,species_Porites,species_Favia,species_Stylophora,species_Acropora,species_Goniastrea,species_Montipora,species_Pocillopora,species_Montastraea,species_Orbicella,species_Siderastrea,species_Fungia
189,Caribbean,19.1,Rubble,0.69,28.8,34.7,Medium,64.5,29.6,MPA,25.5,1,0,0,0,0,0,0,0,0,1,0
190,Red Sea,5.8,Rocky,0.64,28.9,40.0,High,73.6,12.3,MPA,49.9,0,1,1,0,0,0,0,0,0,0,0
191,Caribbean,14.5,Silty,0.78,28.1,35.8,Medium,55.3,17.0,Unprotected,4.4,1,0,0,0,0,0,0,0,0,1,0
192,Caribbean,18.6,Silty,0.42,26.4,34.8,Medium,47.3,5.7,Unprotected,5.8,0,0,0,0,0,0,0,1,1,0,0
193,Coral Triangle,17.8,Sandy,0.88,30.7,34.8,Medium,70.5,20.8,Unprotected,39.9,1,0,0,1,0,0,0,0,0,0,1
194,Great Barrier Reef,24.9,Sandy,0.87,27.5,35.5,Low,72.7,19.1,MPA,57.3,0,0,0,0,1,1,0,0,0,0,0
195,Red Sea,19.2,Rubble,0.62,26.2,40.7,Medium,49.5,9.7,Unprotected,28.1,0,1,1,1,0,0,0,0,0,0,0
196,Coral Triangle,37.0,Rocky,0.88,27.7,35.0,Low,53.1,27.5,Unprotected,32.2,1,0,0,0,0,0,1,0,0,0,0
197,Coral Triangle,33.6,Sandy,0.82,29.5,33.5,Low,64.4,27.1,MPA,10.6,0,0,0,1,0,0,1,0,0,0,1
198,Caribbean,11.4,Rubble,0.45,26.6,34.8,Medium,50.3,16.3,Unprotected,10.7,1,0,0,0,0,0,0,0,1,0,0
199,Caribbean,7.9,Rubble,0.41,28.2,35.0,High,61.9,16.6,Unprotected,19.6,0,0,0,0,0,0,0,1,1,0,0
200,Great Barrier Reef,14.8,Coralline,0.9,24.4,35.1,Medium,62.3,18.6,MPA,35.7,1,0,0,1,1,0,0,0,0,0,0
201,Red Sea,21.1,Rubble,0.87,26.5,39.5,Low,58.9,15.0,Unprotected,15.6,1,1,1,0,0,0,0,0,0,0,0
202,Great Barrier Reef,27.3,Rocky,0.67,27.0,35.1,Low,51.7,22.8,Unprotected,13.4,1,0,0,0,1,0,0,0,0,0,0
203,Red Sea,17.1,Rubble,0.54,27.8,39.7,Medium,62.7,26.3,MPA,25.5,1,0,0,0,0,0,0,0,0,0,0
204,Red Sea,7.2,Sandy,0.88,28.4,41.0,High,58.9,19.5,MPA,78.8,0,0,1,1,0,0,0,0,0,0,0
205,Caribbean,5.8,Rubble,0.55,27.7,36.0,High,73.1,26.9,MPA,18.9,0,0,0,0,0,0,0,1,1,0,0
206,Coral Triangle,4.8,Rubble,0.61,29.3,34.2,High,63.5,9.0,Unprotected,35.2,0,0,0,1,0,0,0,0,0,0,0
207,Red Sea,11.7,Rubble,0.53,26.2,39.1,Medium,62.7,20.9,MPA,17.8,1,1,0,0,0,0,0,0,0,0,0
208,Red Sea,19.7,Rocky,0.89,29.4,40.2,Medium,62.1,12.8,Unprotected,13.9,1,1,1,0,0,0,0,0,0,0,0
209,Red Sea,26.0,Rocky,0.63,28.7,39.7,Low,59.5,21.3,Unprotected,30.3,1,0,0,1,0,0,0,0,0,0,0
210,Coral Triangle,1.8,Rocky,0.67,30.4,34.5,High,61.8,25.5,MPA,24.4,0,0,0,1,0,0,1,0,0,0,0
211,Caribbean,17.4,Coralline,0.53,28.8,35.4,Medium,53.2,8.5,Unprotected,26.4,1,0,0,0,0,0,0,0,1,0,0
212,Great Barrier Reef,21.0,Sandy,0.7,26.3,35.0,Low,52.3,24.1,MPA,79.1,1,0,0,0,0,0,0,0,0,0,0
213,Red Sea,13.3,Rubble,0.83,26.6,40.6,Medium,58.1,9.4,Unprotected,26.7,1,0,1,1,0,0,0,0,0,0,0
214,Red Sea,26.8,Sandy,0.6,29.1,41.0,Low,62.3,20.2,Unprotected,12.0,1,1,0,0,0,0,0,0,0,0,0
215,Red Sea,28.0,Sandy,0.62,27.6,40.0,Low,51.7,10.9,Unprotected,36.6,1,0,1,0,0,0,0,0,0,0,0
216,Caribbean,11.2,Rubble,0.46,26.5,36.0,Medium,64.3,5.8,Unprotected,14.6,1,0,0,0,0,0,0,1,0,0,0
217,Caribbean,16.1,Coralline,0.71,28.7,34.6,Medium,64.0,9.0,Unprotected,17.3,0,0,0,0,0,0,0,1,1,0,0
218,Red Sea,22.8,Sandy,0.61,27.7,40.1,Low,59.6,15.8,MPA,55.1,1,1,1,0,0,0,0,0,0,0,0
219,Caribbean,12.1,Silty,0.55,25.5,35.8,Medium,67.9,23.0,MPA,46.4,0,0,0,0,0,0,0,1,0,0,0
220,Coral Triangle,9.0,Rubble,0.82,29.6,34.5,High,60.8,21.2,Unprotected,17.3,1,0,0,1,0,0,0,0,0,0,0
221,Red Sea,21.7,Rocky,0.82,27.2,40.1,Low,48.9,17.1,Unprotected,17.8,1,0,0,1,0,0,0,0,0,0,0
222,Red Sea,29.0,Rocky,0.57,26.2,40.2,Low,65.1,11.0,MPA,71.8,1,0,1,1,0,0,0,0,0,0,0
223,Red Sea,11.2,Sandy,0.89,27.7,39.8,Medium,68.7,22.6,MPA,53.3,1,0,1,1,0,0,0,0,0,0,0
224,Great Barrier Reef,7.7,Sandy,0.6,24.5,34.5,High,65.4,22.1,MPA,142.2,0,0,0,1,1,0,0,0,0,0,0
225,Great Barrier Reef,19.4,Sandy,0.6,24.4,35.3,Medium,65.3,13.6,MPA,144.8,1,0,0,0,0,0,0,0,0,0,0
226,Red Sea,16.2,Rocky,0.55,29.3,39.5,Medium,70.4,13.9,MPA,22.5,1,1,0,0,0,0,0,0,0,0,0
227,Red Sea,7.2,Sandy,0.51,26.3,39.8,High,64.9,26.0,Unprotected,15.5,0,0,1,1,0,0,0,0,0,0,0
228,Coral Triangle,36.5,Rocky,0.58,29.3,34.8,Low,51.7,18.9,Unprotected,4.0,1,0,0,0,0,0,1,0,0,0,0
229,Caribbean,6.7,Coralline,0.56,26.4,35.8,High,63.6,21.0,Unprotected,27.2,0,0,0,0,0,0,0,1,1,0,0
230,Red Sea,6.1,Sandy,0.88,26.2,40.6,High,63.1,5.8,MPA,62.4,1,0,1,1,0,0,0,0,0,0,0
231,Caribbean,7.7,Silty,0.75,26.7,35.0,High,75.8,20.3,Unprotected,10.4,0,0,0,0,0,0,0,1,1,1,0
232,Caribbean,7.4,Rubble,0.48,26.9,34.9,High,53.4,7.8,Unprotected,29.4,0,0,0,0,0,0,0,1,1,1,0
233,Caribbean,24.4,Coralline,0.76,28.7,34.7,Low,64.0,24.6,MPA,46.7,1,0,0,0,0,0,0,1,0,1,0
234,Caribbean,3.8,Coralline,0.74,28.9,36.0,High,57.5,21.3,Unprotected,25.7,0,0,0,0,0,0,0,0,1,1,0
235,Coral Triangle,15.6,Rubble,0.76,28.1,33.8,Medium,44.8,14.2,Unprotected,36.4,1,0,0,0,0,0,1,0,0,0,1
236,Great Barrier Reef,7.9,Rocky,0.86,28.4,34.1,High,67.5,8.5,MPA,41.8,1,0,0,0,0,1,0,0,0,0,0
237,Great Barrier Reef,13.3,Sandy,0.95,27.8,34.2,Medium,67.2,16.4,MPA,107.9,1,0,0,0,0,1,0,0,0,0,0
238,Red Sea,13.9,Rubble,0.83,28.9,40.2,Medium,62.1,18.3,Unprotected,18.2,1,0,0,0,0,0,0,0,0,0,0
239,Great Barrier Reef,27.0,Sandy,0.85,25.7,35.1,Low,52.5,29.9,MPA,84.1,1,0,0,0,1,1,0,0,0,0,0
240,Red Sea,24.9,Rubble,0.64,29.0,39.9,Low,54.2,27.2,Unprotected,25.4,1,0,0,1,0,0,0,0,0,0,0
241,Red Sea,11.8,Rocky,0.59,26.1,40.0,Medium,56.6,30.0,Unprotected,26.8,1,0,0,1,0,0,0,0,0,0,0
242,Caribbean,19.9,Rubble,0.47,25.4,35.4,Medium,54.7,20.5,Unprotected,16.4,1,0,0,0,0,0,0,0,1,0,0
243,Great Barrier Reef,20.3,Sandy,0.75,28.5,34.4,Low,50.3,15.7,Unprotected,15.1,1,0,0,0,0,0,0,0,0,0,0
244,Red Sea,28.2,Sandy,0.61,26.5,40.2,Low,48.8,17.5,Unprotected,6.6,0,1,1,0,0,0,0,0,0,0,0
245,Coral Triangle,14.8,Rocky,0.53,27.0,34.6,Medium,48.8,19.9,Unprotected,13.9,1,0,0,0,0,0,1,0,0,0,0
246,Coral Triangle,7.8,Rocky,0.84,27.0,33.9,High,61.5,30.0,Unprotected,23.1,0,0,0,1,0,0,1,0,0,0,1
247,Red Sea,23.1,Rubble,0.68,27.9,40.0,Low,58.1,23.5,Unprotected,36.6,1,0,1,0,0,0,0,0,0,0,0
248,Great Barrier Reef,23.6,Coralline,0.74,24.2,35.1,Low,52.5,6.1,Unprotected,93.7,0,0,0,1,0,1,0,0,0,0,0
249,Red Sea,23.8,Sandy,0.61,28.8,40.7,Low,59.2,10.8,MPA,47.8,1,1,0,0,0,0,0,0,0,0,0
250,Red Sea,9.4,Sandy,0.65,28.6,39.3,High,72.6,6.3,Unprotected,18.7,0,0,1,1,0,0,0,0,0,0,0
251,Red Sea,27.5,Rubble,0.88,26.9,41.0,Low,56.4,18.7,Unprotected,3.2,1,0,1,0,0,0,0,0,0,0,0
252,Great Barrier Reef,20.7,Coralline,0.86,27.2,34.7,Low,68.6,13.1,MPA,61.6,1,0,0,1,1,0,0,0,0,0,0
253,Great Barrier Reef,10.1,Sandy,0.75,26.9,35.1,Medium,68.9,16.7,MPA,145.2,0,0,0,0,1,1,0,0,0,0,0
254,Coral Triangle,30.8,Rocky,0.8,28.3,34.7,Low,60.0,8.4,MPA,17.5,1,0,0,1,0,0,0,0,0,0,0
255,Caribbean,23.4,Coralline,0.71,28.4,35.2,Low,54.4,24.4,MPA,32.6,1,0,0,0,0,0,0,0,0,0,0
256,Caribbean,10.2,Silty,0.44,26.6,35.4,Medium,64.7,12.3,Unprotected,26.5,1,0,0,0,0,0,0,0,1,0,0
257,Caribbean,16.0,Silty,0.6,27.8,35.2,Medium,54.6,13.1,Unprotected,21.8,1,0,0,0,0,0,0,0,1,1,0
258,Red Sea,8.9,Rubble,0.85,29.6,40.5,High,71.7,21.6,MPA,76.0,0,0,1,1,0,0,0,0,0,0,0
259,Caribbean,24.1,Coralline,0.51,28.4,35.3,Low,53.7,10.5,Unprotected,22.1,1,0,0,0,0,0,0,0,0,1,0
260,Caribbean,8.6,Rubble,0.74,25.5,34.5,High,65.7,11.5,Unprotected,24.3,1,0,0,0,0,0,0,0,0,1,0
261,Red Sea,17.3,Sandy,0.55,28.4,39.3,Medium,68.8,24.0,MPA,11.0,0,1,0,1,0,0,0,0,0,0,0
262,Great Barrier Reef,23.5,Coralline,0.61,25.0,34.7,Low,53.4,15.9,MPA,129.4,1,0,0,0,1,1,0,0,0,0,0
263,Coral Triangle,31.9,Sandy,0.55,30.1,34.4,Low,58.2,17.9,MPA,53.0,1,0,0,1,0,0,0,0,0,0,1
264,Great Barrier Reef,29.4,Sandy,0.75,27.2,34.4,Low,63.1,11.6,Unprotected,29.9,1,0,0,0,0,0,0,0,0,0,0
265,Red Sea,11.3,Rocky,0.59,29.7,40.0,Medium,61.8,17.1,MPA,78.6,1,0,0,0,0,0,0,0,0,0,0
266,Caribbean,21.2,Silty,0.77,28.3,35.4,Low,55.4,11.3,MPA,56.6,1,0,0,0,0,0,0,1,1,0,0
267,Great Barrier Reef,2.7,Coralline,0.66,24.4,34.8,High,69.6,28.1,Unprotected,42.3,0,0,0,1,0,1,0,0,0,0,0
268,Red Sea,6.8,Sandy,0.64,27.9,40.8,High,69.9,20.6,MPA,32.2,0,1,0,1,0,0,0,0,0,0,0
269,Great Barrier Reef,16.0,Coralline,0.65,26.6,35.0,Medium,65.9,17.8,MPA,127.4,0,0,0,0,1,0,0,0,0,0,0
270,Caribbean,11.5,Silty,0.53,26.6,35.7,Medium,65.0,18.8,Unprotected,3.7,1,0,0,0,0,0,0,0,0,0,0
271,Red Sea,14.9,Rocky,0.79,30.0,40.0,Medium,63.7,17.6,Unprotected,22.1,1,0,1,0,0,0,0,0,0,0,0
272,Red Sea,11.8,Rubble,0.54,27.2,40.2,Medium,56.1,20.3,MPA,10.8,1,0,1,0,0,0,0,0,0,0,0
273,Great Barrier Reef,16.3,Coralline,0.91,25.3,35.0,Medium,67.2,18.3,MPA,106.8,0,0,0,0,1,1,0,0,0,0,0
274,Red Sea,24.0,Rocky,0.64,28.5,40.3,Low,45.1,6.3,Unprotected,25.8,0,1,1,0,0,0,0,0,0,0,0
275,Coral Triangle,7.5,Sandy,0.57,30.7,34.7,High,59.2,12.2,Unprotected,4.2,0,0,0,1,0,0,1,0,0,0,1
276,Red Sea,24.3,Rubble,0.68,26.3,39.2,Low,44.2,20.4,Unprotected,49.3,0,1,1,0,0,0,0,0,0,0,0
277,Coral Triangle,38.5,Rubble,0.74,29.7,33.5,Low,56.8,17.3,Unprotected,3.2,1,0,0,0,0,0,0,0,0,0,1
278,Caribbean,14.5,Coralline,0.64,28.2,35.8,Medium,53.4,26.1,Unprotected,28.4,1,0,0,0,0,0,0,1,1,0,0
279,Red Sea,13.3,Rubble,0.59,28.0,40.0,Medium,57.1,9.8,Unprotected,23.6,1,1,0,0,0,0,0,0,0,0,0
280,Red Sea,7.5,Sandy,0.58,28.6,40.4,High,72.1,16.8,MPA,10.5,0,1,1,1,0,0,0,0,0,0,0
281,Caribbean,19.0,Rubble,0.41,25.5,35.0,Medium,48.7,26.4,Unprotected,6.8,1,0,0,0,0,0,0,1,0,0,0
282,Red Sea,21.2,Sandy,0.83,27.9,40.5,Low,60.3,27.2,MPA,60.7,1,0,0,1,0,0,0,0,0,0,0
283,Caribbean,17.2,Rubble,0.64,28.7,35.7,Medium,66.5,20.7,MPA,30.8,1,0,0,0,0,0,0,1,0,0,0
284,Great Barrier Reef,11.5,Rocky,0.89,27.8,34.0,Medium,57.4,20.7,MPA,101.2,1,0,0,1,0,0,0,0,0,0,0
285,Caribbean,10.5,Coralline,0.75,26.4,34.5,Medium,55.4,5.1,Unprotected,25.5,1,0,0,0,0,0,0,0,0,1,0
286,Red Sea,27.6,Sandy,0.85,27.7,40.0,Low,56.6,7.5,Unprotected,24.4,0,1,0,1,0,0,0,0,0,0,0
287,Great Barrier Reef,9.8,Rocky,0.89,27.7,34.4,High,66.8,5.3,MPA,134.4,1,0,0,1,1,1,0,0,0,0,0
288,Caribbean,5.6,Rubble,0.48,26.1,35.3,High,71.6,25.4,MPA,13.2,0,0,0,0,0,0,0,0,1,1,0
289,Coral Triangle,37.0,Rocky,0.91,30.0,34.8,Low,58.5,24.4,Unprotected,14.1,1,0,0,0,0,0,0,0,0,0,1
290,Caribbean,16.3,Coralline,0.52,25.9,35.9,Medium,59.9,22.4,Unprotected,13.5,1,0,0,0,0,0,0,0,1,0,0
291,Red Sea,8.2,Rocky,0.81,27.2,40.2,High,74.2,11.2,MPA,56.9,0,1,1,1,0,0,0,0,0,0,0
292,Coral Triangle,34.7,Rubble,0.78,28.3,33.8,Low,59.8,25.9,Unprotected,11.8,0,0,0,0,0,0,0,0,0,0,1
293,Caribbean,9.7,Coralline,0.51,28.7,35.4,High,59.6,16.6,Unprotected,16.8,0,0,0,0,0,0,0,1,1,0,0
294,Red Sea,29.4,Rocky,0.8,27.7,40.7,Low,56.6,25.6,Unprotected,29.1,1,0,0,1,0,0,0,0,0,0,0
295,Coral Triangle,9.1,Rubble,0.67,29.4,34.0,High,75.0,22.9,Unprotected,4.3,0,0,0,1,0,0,1,0,0,0,0
296,Coral Triangle,32.1,Rocky,0.63,27.9,33.9,Low,50.5,16.5,Unprotected,3.3,1,0,0,0,0,0,1,0,0,0,0
297,Red Sea,20.1,Sandy,0.88,26.5,40.5,Low,64.6,25.4,MPA,65.1,1,1,1,0,0,0,0,0,0,0,0
298,Coral Triangle,17.1,Sandy,0.7,29.2,34.4,Medium,53.1,22.9,Unprotected,29.9,1,0,0,0,0,0,1,0,0,0,0
299,Red Sea,19.9,Rocky,0.85,29.3,40.2,Medium,62.2,14.5,Unprotected,38.9,1,1,0,0,0,0,0,0,0,0,0
300,Coral Triangle,19.0,Sandy,0.51,28.2,34.1,Medium,57.4,24.4,Unprotected,5.6,0,0,0,0,0,0,1,0,0,0,1
301,Caribbean,7.9,Silty,0.71,28.2,35.4,High,70.5,20.4,MPA,30.0,0,0,0,0,0,0,0,1,0,1,0
302,Red Sea,29.5,Rubble,0.56,26.7,40.9,Low,55.2,27.9,Unprotected,17.7,1,1,0,0,0,0,0,0,0,0,0
303,Coral Triangle,8.3,Sandy,0.85,28.0,34.2,High,72.6,12.8,Unprotected,10.3,0,0,0,1,0,0,1,0,0,0,0
304,Coral Triangle,20.8,Rocky,0.51,30.1,34.4,Low,52.7,16.5,MPA,23.2,1,0,0,0,0,0,1,0,0,0,0
305,Red Sea,13.4,Sandy,0.64,29.8,40.4,Medium,58.2,22.0,MPA,48.0,1,1,0,1,0,0,0,0,0,0,0
306,Coral Triangle,27.2,Rubble,0.8,29.5,34.4,Low,54.0,11.5,Unprotected,10.2,0,0,0,0,0,0,0,0,0,0,1
307,Coral Triangle,3.0,Sandy,0.63,28.6,34.9,High,66.1,25.4,Unprotected,28.5,0,0,0,1,0,0,0,0,0,0,1
308,Caribbean,7.4,Silty,0.59,25.3,36.0,High,61.5,29.4,MPA,38.8,0,0,0,0,0,0,0,0,1,1,0
309,Caribbean,18.3,Silty,0.7,29.0,35.6,Medium,60.0,9.2,Unprotected,26.0,1,0,0,0,0,0,0,1,0,0,0
310,Red Sea,12.8,Sandy,0.52,26.3,39.8,Medium,65.7,13.1,Unprotected,32.6,1,1,0,0,0,0,0,0,0,0,0
311,Coral Triangle,22.2,Sandy,0.69,28.6,34.4,Low,59.5,5.0,MPA,62.6,1,0,0,0,0,0,1,0,0,0,1
312,Red Sea,14.6,Sandy,0.6,27.5,39.5,Medium,66.4,24.2,MPA,26.7,1,0,0,0,0,0,0,0,0,0,0
313,Coral Triangle,26.7,Rocky,0.87,29.4,34.9,Low,52.8,26.2,Unprotected,19.0,1,0,0,0,0,0,1,0,0,0,0
314,Great Barrier Reef,21.5,Rocky,0.87,24.0,34.9,Low,72.7,14.0,MPA,71.2,1,0,0,0,1,0,0,0,0,0,0
315,Caribbean,19.0,Rubble,0.73,25.1,34.8,Medium,73.0,16.8,MPA,8.0,1,0,0,0,0,0,0,0,0,0,0
316,Great Barrier Reef,31.6,Coralline,0.67,26.8,34.3,Low,59.9,7.0,MPA,74.4,1,0,0,0,0,0,0,0,0,0,0
317,Red Sea,9.0,Sandy,0.71,27.7,40.8,High,68.0,18.5,Unprotected,43.1,0,1,1,0,0,0,0,0,0,0,0
318,Coral Triangle,38.1,Sandy,0.81,28.5,34.4,Low,51.8,22.9,Unprotected,12.6,1,0,0,0,0,0,0,0,0,0,1
319,Caribbean,18.8,Coralline,0.62,25.8,35.5,Medium,52.8,25.0,MPA,8.7,1,0,0,0,0,0,0,0,0,1,0
320,Coral Triangle,22.6,Sandy,0.84,27.6,34.6,Low,50.4,27.4,Unprotected,29.9,1,0,0,0,0,0,1,0,0,0,0
321,Great Barrier Reef,8.0,Coralline,0.82,28.3,34.7,High,72.4,27.0,Unprotected,78.6,0,0,0,1,1,1,0,0,0,0,0
322,Red Sea,13.0,Rubble,0.64,26.5,39.5,Medium,60.8,5.8,MPA,69.5,1,1,0,0,0,0,0,0,0,0,0
323,Red Sea,11.5,Rubble,0.77,26.6,39.0,Medium,56.6,7.8,Unprotected,24.6,1,0,1,1,0,0,0,0,0,0,0
324,Great Barrier Reef,6.7,Rocky,0.9,27.4,34.6,High,60.8,12.6,Unprotected,77.6,0,0,0,1,0,0,0,0,0,0,0
325,Coral Triangle,25.8,Rocky,0.57,27.1,34.5,Low,51.8,13.7,Unprotected,29.2,0,0,0,1,0,0,1,0,0,0,0
326,Caribbean,13.2,Coralline,0.7,26.3,35.0,Medium,66.9,11.5,Unprotected,20.0,1,0,0,0,0,0,0,0,1,0,0
327,Coral Triangle,28.9,Rocky,0.83,29.3,33.7,Low,57.4,27.9,Unprotected,24.5,1,0,0,0,0,0,1,0,0,0,0
328,Great Barrier Reef,10.2,Sandy,0.91,27.0,34.3,Medium,64.6,20.6,MPA,103.0,1,0,0,1,1,0,0,0,0,0,0
329,Red Sea,14.8,Rocky,0.78,27.9,39.3,Medium,58.6,6.5,MPA,37.0,1,0,1,1,0,0,0,0,0,0,0
330,Caribbean,9.4,Coralline,0.47,27.2,36.0,High,63.0,24.0,Unprotected,24.2,0,0,0,0,0,0,0,0,1,1,0
331,Great Barrier Reef,12.1,Rocky,0.71,28.2,34.0,Medium,59.2,5.2,Unprotected,48.3,1,0,0,0,0,0,0,0,0,0,0
332,Red Sea,18.8,Rubble,0.55,28.6,40.4,Medium,66.5,7.1,Unprotected,33.1,1,0,0,0,0,0,0,0,0,0,0
333,Caribbean,22.7,Rubble,0.5,27.7,35.0,Low,46.2,22.0,Unprotected,5.8,1,0,0,0,0,0,0,0,1,0,0
334,Red Sea,29.8,Rubble,0.7,27.5,39.8,Low,65.3,7.4,MPA,22.3,1,0,1,0,0,0,0,0,0,0,0
335,Coral Triangle,22.2,Rocky,0.65,27.6,33.8,Low,54.1,19.0,Unprotected,28.7,1,0,0,0,0,0,0,0,0,0,0
336,Coral Triangle,24.2,Rocky,0.52,29.6,34.3,Low,53.0,26.1,Unprotected,25.3,1,0,0,0,0,0,0,0,0,0,1
337,Red Sea,20.2,Rubble,0.62,26.4,39.2,Low,51.1,18.1,Unprotected,27.9,1,0,0,0,0,0,0,0,0,0,0
338,Great Barrier Reef,28.2,Rocky,0.9,25.7,35.3,Low,64.1,10.2,MPA,123.4,1,0,0,0,0,1,0,0,0,0,0
339,Coral Triangle,10.4,Rocky,0.62,27.7,34.3,Medium,61.4,25.6,MPA,6.7,1,0,0,0,0,0,1,0,0,0,0
340,Great Barrier Reef,29.8,Rocky,0.75,27.4,34.3,Low,57.5,7.0,Unprotected,71.4,1,0,0,0,1,0,0,0,0,0,0
341,Great Barrier Reef,7.0,Rocky,0.75,25.6,34.4,High,77.3,22.7,MPA,102.9,0,0,0,1,1,0,0,0,0,0,0
342,Great Barrier Reef,30.7,Rocky,0.76,28.2,34.9,Low,58.6,5.1,MPA,148.7,1,0,0,1,0,1,0,0,0,0,0
343,Great Barrier Reef,25.0,Coralline,0.73,27.6,34.3,Low,55.9,10.5,MPA,77.7,0,0,0,1,1,1,0,0,0,0,0
344,Great Barrier Reef,31.0,Rocky,0.92,25.6,34.9,Low,69.4,20.5,MPA,86.8,1,0,0,0,0,1,0,0,0,0,0
345,Caribbean,23.6,Coralline,0.7,26.1,35.0,Low,57.4,14.5,Unprotected,25.2,1,0,0,0,0,0,0,1,0,0,0
346,Coral Triangle,37.3,Rocky,0.84,28.2,33.7,Low,56.7,22.7,Unprotected,9.5,1,0,0,0,0,0,0,0,0,0,0
347,Red Sea,16.3,Sandy,0.54,27.8,39.8,Medium,59.8,23.1,Unprotected,46.2,1,0,0,0,0,0,0,0,0,0,0
348,Caribbean,9.2,Silty,0.52,28.1,34.8,High,63.8,29.9,Unprotected,1.5,1,0,0,0,0,0,0,1,0,1,0
349,Coral Triangle,13.0,Rubble,0.82,27.7,34.2,Medium,57.1,23.6,Unprotected,25.1,1,0,0,0,0,0,0,0,0,0,0
350,Coral Triangle,30.0,Sandy,0.74,28.7,33.8,Low,58.4,6.3,Unprotected,31.8,1,0,0,0,0,0,0,0,0,0,1
351,Caribbean,14.4,Coralline,0.69,28.4,35.2,Medium,50.2,11.3,MPA,7.9,1,0,0,0,0,0,0,1,0,1,0
352,Great Barrier Reef,23.8,Sandy,0.69,27.1,34.1,Low,53.1,11.3,MPA,47.7,1,0,0,1,0,1,0,0,0,0,0
353,Caribbean,24.2,Rubble,0.43,26.9,35.2,Low,54.6,8.7,MPA,53.9,0,0,0,0,0,0,0,1,0,1,0
354,Caribbean,15.7,Silty,0.5,26.5,35.6,Medium,53.0,16.5,Unprotected,7.5,0,0,0,0,0,0,0,0,1,1,0
355,Great Barrier Reef,19.9,Rocky,0.89,24.3,35.5,Medium,67.0,26.9,Unprotected,50.6,0,0,0,1,1,1,0,0,0,0,0
356,Red Sea,24.2,Rocky,0.78,28.9,39.1,Low,56.8,26.3,MPA,35.4,0,1,0,1,0,0,0,0,0,0,0
357,Caribbean,14.6,Silty,0.68,27.8,35.9,Medium,57.1,11.9,MPA,55.1,1,0,0,0,0,0,0,0,1,1,0
358,Caribbean,9.9,Coralline,0.63,28.0,35.5,High,65.0,14.3,Unprotected,4.5,0,0,0,0,0,0,0,1,1,1,0
359,Red Sea,6.8,Rubble,0.88,29.4,40.0,High,67.7,23.4,Unprotected,34.8,1,1,1,0,0,0,0,0,0,0,0
360,Red Sea,17.3,Rubble,0.8,27.3,40.3,Medium,52.1,17.0,Unprotected,12.4,1,1,1,0,0,0,0,0,0,0,0
361,Great Barrier Reef,21.2,Sandy,0.75,24.0,35.0,Low,55.8,21.3,MPA,30.6,1,0,0,0,1,0,0,0,0,0,0
362,Red Sea,11.7,Rubble,0.64,27.7,40.9,Medium,55.5,26.8,Unprotected,38.4,1,0,1,0,0,0,0,0,0,0,0
363,Great Barrier Reef,15.0,Rocky,0.62,28.3,34.4,Medium,68.9,29.6,MPA,130.1,0,0,0,0,1,1,0,0,0,0,0
364,Great Barrier Reef,5.1,Rocky,0.67,26.2,35.5,High,64.2,6.7,MPA,101.0,0,0,0,1,1,1,0,0,0,0,0
365,Coral Triangle,16.3,Sandy,0.75,27.9,33.8,Medium,62.9,7.4,Unprotected,19.8,1,0,0,0,0,0,0,0,0,0,1
366,Caribbean,12.6,Rubble,0.67,26.7,35.5,Medium,56.9,23.6,Unprotected,16.0,1,0,0,0,0,0,0,0,1,0,0
367,Coral Triangle,17.1,Sandy,0.78,28.9,33.8,Medium,58.6,22.5,Unprotected,14.1,1,0,0,0,0,0,0,0,0,0,1
368,Red Sea,18.5,Rocky,0.65,29.3,39.5,Medium,64.1,20.6,Unprotected,25.3,1,0,1,0,0,0,0,0,0,0,0
369,Great Barrier Reef,33.7,Sandy,0.64,24.8,34.9,Low,59.0,11.2,MPA,100.4,1,0,0,0,1,0,0,0,0,0,0
370,Great Barrier Reef,25.0,Coralline,0.74,27.7,35.0,Low,56.0,11.1,MPA,102.8,1,0,0,0,1,0,0,0,0,0,0
371,Coral Triangle,36.2,Sandy,0.83,29.7,33.6,Low,58.9,28.7,Unprotected,23.4,0,0,0,0,0,0,1,0,0,0,0
372,Great Barrier Reef,6.7,Rocky,0.63,27.5,35.0,High,77.5,10.8,MPA,43.7,1,0,0,1,0,0,0,0,0,0,0
373,Great Barrier Reef,20.0,Coralline,0.61,26.8,34.2,Low,55.4,18.9,MPA,87.6,0,0,0,1,1,0,0,0,0,0,0
374,Red Sea,10.0,Rocky,0.74,27.8,41.0,Medium,60.8,13.1,MPA,12.5,1,0,1,1,0,0,0,0,0,0,0
375,Caribbean,9.9,Rubble,0.62,28.7,35.5,High,68.2,14.5,MPA,6.1,1,0,0,0,0,0,0,1,0,0,0
376,Red Sea,13.5,Sandy,0.63,27.1,40.2,Medium,58.6,26.6,Unprotected,38.7,1,0,1,0,0,0,0,0,0,0,0
377,Red Sea,10.4,Rocky,0.74,28.2,39.0,Medium,52.4,21.9,Unprotected,19.1,1,0,1,0,0,0,0,0,0,0,0
378,Caribbean,16.5,Silty,0.59,26.1,36.0,Medium,58.3,24.1,Unprotected,15.4,1,0,0,0,0,0,0,0,1,1,0
